type,client,tx,amount
deposit,250,28586,8387.2497
withdrawal,209,28587,7300.1202
deposit,155,28588,6152.2514
deposit,312,28589,8890.4443
resolve,146,7570,
withdrawal,117,28591,5843.0222
deposit,59,28592,9074.4188
deposit,211,28593,1036.3558
withdrawal,187,28595,5501.0094
deposit,470,28596,4217.4871
withdrawal,288,28597,2047.906
dispute,174,26866,
dispute,115,25769,
withdrawal,400,28600,7557.4396
withdrawal,407,28601,9661.3486
withdrawal,26,28602,7672.6451
resolve,287,19191,
withdrawal,460,28604,3098.3067
deposit,183,28605,3886.0542
withdrawal,83,28606,1896.5879
withdrawal,465,28607,3926.1932
deposit,68,28608,7731.299
deposit,43,28609,999.807
withdrawal,431,28610,5892.317
deposit,6,28611,1336.455
deposit,208,28612,3184.5824
resolve,81,23072,
deposit,9,28614,2553.2519
deposit,455,28615,7427.615
withdrawal,477,28616,2768.6124
dispute,278,21839,
withdrawal,346,28618,947.0291
withdrawal,443,28619,4921.2873
deposit,93,28620,6927.3192
deposit,429,28621,5779.1523
withdrawal,42,28622,5289.6695
deposit,40,28626,8165.2536
deposit,154,28627,9714.0926
deposit,314,28628,9852.9317
withdrawal,491,28629,9704.8982
resolve,128,22183,
deposit,457,28631,93.642
deposit,141,28632,7903.1767
deposit,366,28633,3805.1056
dispute,371,13472,
chargeback,117,20407,
resolve,422,18772,
deposit,221,28637,7980.9081
dispute,282,24433,
deposit,141,28639,9149.15
withdrawal,36,28640,3966.1963
deposit,488,28641,986.7175
withdrawal,363,28642,8111.1456
deposit,418,28643,7684.1811
dispute,213,19193,
deposit,53,28646,2315.3518
dispute,500,14797,
deposit,70,28648,8226.3429
withdrawal,216,28649,433.0195
withdrawal,234,28650,4897.5378
deposit,326,28652,8327.606
deposit,92,28653,8704.153
deposit,261,28654,1433.9646
deposit,449,28655,9188.221
withdrawal,401,28656,968.8796
deposit,335,28657,3325.2386
dispute,192,26104,
withdrawal,260,28659,1278.6121
withdrawal,76,28660,4667.7084
deposit,88,28661,9601.0932
dispute,173,5521,
withdrawal,452,28663,5865.4961
dispute,145,10656,
withdrawal,416,28665,6327.9499
deposit,210,28666,3428.1179
withdrawal,249,28667,2718.1129
withdrawal,49,28668,4390.9189
withdrawal,207,28669,1809.1888
deposit,333,28671,848.2331
deposit,489,28672,9211.3025
deposit,2,28673,4460.6962
withdrawal,411,28674,993.769
dispute,487,8575,
deposit,241,28677,1196.6561
dispute,157,13535,
deposit,384,28679,6961.4634
deposit,402,28680,9863.9387
deposit,35,28681,8673.01
withdrawal,253,28682,4520.6489
deposit,7,28683,9183.6592
deposit,80,28684,7935.5835
deposit,456,28685,6024.8407
chargeback,476,10901,
chargeback,463,13554,
deposit,440,28688,370.565
deposit,483,28689,5434.484
deposit,495,28690,5008.6424
dispute,326,18724,
deposit,214,28693,1485.9098
chargeback,223,18423,
dispute,8,25604,
withdrawal,195,28696,2402.2049
withdrawal,9,28697,698.9029
withdrawal,121,28698,1283.5757
withdrawal,172,28699,2871.967
deposit,222,28700,7485.0442
deposit,131,28701,4010.2394
deposit,266,28702,8268.591
resolve,326,18724,
deposit,369,28704,178.5358
deposit,287,28705,2054.6624
withdrawal,428,28706,1043.9677
dispute,275,22834,
deposit,377,28708,770.8285
dispute,90,17055,
dispute,421,18723,
withdrawal,309,28711,9581.8551
deposit,362,28712,4294.6487
withdrawal,144,28713,1908.0095
withdrawal,365,28715,3293.5059
dispute,32,5987,
deposit,268,28717,3127.3059
deposit,241,28718,870.3508
deposit,94,28719,7065.2374
deposit,439,28721,4511.1813
withdrawal,338,28722,9104.0247
withdrawal,449,28723,4892.41
deposit,387,28724,9359.3895
resolve,41,14941,
chargeback,80,8251,
deposit,393,28727,9058.1857
resolve,311,4612,
deposit,400,28729,8036.2069
withdrawal,212,28730,8080.7658
withdrawal,23,28731,1183.0467
deposit,82,28732,7480.8803
deposit,304,28733,7935.8316
deposit,373,28734,4276.6562
chargeback,400,17932,
withdrawal,229,28737,1620.9011
withdrawal,107,28738,8780.5698
withdrawal,395,28739,4244.3053
withdrawal,1,28740,7303.3813
withdrawal,475,28741,6814.7179
chargeback,429,3524,
withdrawal,68,28743,5902.6748
withdrawal,357,28744,3324.4357
withdrawal,458,28746,9724.2285
deposit,496,28747,8764.4359
deposit,392,28748,3958.9232
withdrawal,472,28749,601.8205
withdrawal,421,28751,1354.1827
withdrawal,405,28752,8092.3055
dispute,316,19119,
deposit,433,28755,2125.5676
deposit,401,28756,8995.2877
withdrawal,452,28757,6167.2817
withdrawal,286,28758,7764.5576
deposit,88,28759,2328.2052
deposit,199,28761,2831.9306
withdrawal,189,28762,3343.7492
withdrawal,414,28763,7219.6323
deposit,271,28766,3723.8235
withdrawal,391,28767,6078.6577
withdrawal,1,28768,7772.6996
withdrawal,442,28769,2281.7566
dispute,153,27156,
resolve,123,13054,
resolve,216,20879,
withdrawal,88,28775,5380.1127
deposit,416,28777,5091.7416
withdrawal,3,28778,8176.8812
dispute,284,6499,
deposit,157,28780,2750.2986
deposit,307,28781,4470.7568
withdrawal,211,28782,2364.6715
withdrawal,311,28783,3236.3139
withdrawal,68,28784,7354.7494
resolve,304,4331,
withdrawal,401,28787,573.1011
deposit,496,28788,2575.9989
withdrawal,494,28789,8380.5429
chargeback,299,15068,
dispute,181,20266,
withdrawal,135,28792,5954.6881
dispute,63,15479,
deposit,492,28795,8073.2652
withdrawal,113,28796,3859.6656
deposit,435,28797,5510.9378
deposit,373,28798,9687.9583
withdrawal,25,28799,8593.236
withdrawal,38,28800,8216.668
dispute,262,14898,
withdrawal,255,28802,6819.2579
deposit,192,28803,3514.7392
withdrawal,204,28804,1726.6874
deposit,347,28805,6911.9989
deposit,463,28806,3452.0378
deposit,6,28808,3245.1586
withdrawal,351,28809,3970.3883
withdrawal,85,28810,7837.9791
deposit,481,28811,3312.1986
deposit,244,28812,2006.3873
resolve,385,21752,
deposit,297,28815,811.6098
withdrawal,309,28816,537.7398
withdrawal,243,28817,7276.6148
withdrawal,20,28818,8804.1215
withdrawal,364,28819,1414.4426
withdrawal,39,28820,6750.582
withdrawal,69,28821,1422.4579
withdrawal,195,28822,7381.1156
deposit,106,28823,4239.5447
withdrawal,471,28824,4741.3285
resolve,21,2236,
deposit,495,28826,859.4752
dispute,23,1282,
deposit,369,28829,2031.4547
deposit,115,28831,6799.3239
withdrawal,342,28832,3425.4334
withdrawal,137,28834,7160.9462
dispute,17,24311,
dispute,191,25624,
withdrawal,417,28837,4417.901
withdrawal,226,28838,728.5536
dispute,13,24721,
withdrawal,340,28840,7822.0224
dispute,48,27874,
deposit,434,28843,5442.1261
withdrawal,186,28845,5775.9387
deposit,318,28846,1637.1673
deposit,267,28847,6773.9166
dispute,85,7933,
withdrawal,400,28849,6570.9826
dispute,295,19319,
withdrawal,359,28851,5539.3497
deposit,170,28852,3279.1046
dispute,233,19571,
deposit,484,28854,6184.378
deposit,168,28855,1172.4116
deposit,203,28856,7227.4852
chargeback,296,8644,
deposit,483,28858,5817.5301
deposit,210,28859,7304.2924
withdrawal,435,28860,9430.5869
deposit,30,28861,6500.2969
deposit,430,28862,7249.7202
deposit,471,28863,2349.9359
withdrawal,294,28864,730.0737
withdrawal,380,28865,8082.9909
withdrawal,215,28866,4831.2329
deposit,35,28868,7479.339
deposit,374,28870,4603.673
withdrawal,50,28871,2561.7763
deposit,125,28872,4478.0781
withdrawal,427,28873,5086.485
resolve,439,19015,
withdrawal,4,28875,9056.067
deposit,56,28876,2742.3561
resolve,490,13545,
deposit,274,28878,6095.6993
dispute,139,18155,
withdrawal,216,28881,253.0471
deposit,481,28882,5133.6601
dispute,431,20108,
deposit,401,28885,6261.9898
deposit,347,28886,7492.9353
withdrawal,462,28887,6194.4459
dispute,26,1652,
resolve,371,13472,
deposit,397,28890,1817.3401
dispute,38,24132,
chargeback,285,2275,
deposit,353,28894,152.4725
deposit,106,28895,5969.6854
deposit,286,28896,139.1655
deposit,160,28898,627.5661
deposit,1,28900,9299.0652
dispute,39,28227,
deposit,37,28903,7288.7224
dispute,113,16637,
withdrawal,460,28905,7397.0224
deposit,257,28906,7348.5448
deposit,359,28907,4017.5974
withdrawal,145,28908,4283.2427
deposit,100,28909,4387.3767
withdrawal,276,28910,6688.1305
dispute,357,25991,
deposit,407,28912,5850.7735
deposit,41,28913,4277.319
withdrawal,108,28914,5993.6365
dispute,292,23425,
dispute,480,11432,
withdrawal,117,28917,3942.0584
withdrawal,105,28918,6745.6783
withdrawal,352,28919,6725.3482
withdrawal,257,28920,4185.7717
withdrawal,52,28922,766.8508
withdrawal,249,28923,8476.7219
deposit,445,28924,2563.2434
withdrawal,436,28925,1235.1396
deposit,211,28926,387.7707
deposit,41,28928,1182.2884
deposit,225,28929,8627.1318
withdrawal,432,28931,6416.3102
withdrawal,444,28932,1850.6741
deposit,76,28933,6415.7962
resolve,487,8575,
deposit,317,28935,6813.1552
chargeback,103,1348,
deposit,51,28937,8568.2217
deposit,225,28938,9704.3453
chargeback,359,19199,
withdrawal,3,28940,5772.3796
withdrawal,238,28942,5742.8285
chargeback,115,25769,
deposit,164,28944,2687.2096
withdrawal,95,28945,4723.7053
withdrawal,149,28946,2130.8436
deposit,33,28947,6385.6789
withdrawal,463,28949,1148.7976
deposit,461,28950,7826.5756
deposit,77,28951,7155.2145
withdrawal,266,28952,8566.9483
withdrawal,373,28953,1873.963
withdrawal,144,28954,6680.3013
resolve,189,23172,
withdrawal,69,28956,763.9664
dispute,400,9848,
deposit,258,28958,5693.9922
withdrawal,404,28959,3187.2513
chargeback,36,5897,
deposit,449,28961,7443.1624
deposit,493,28962,2091.8089
chargeback,147,3399,
deposit,107,28964,3946.3702
dispute,148,11719,
dispute,252,23634,
deposit,350,28967,1734.5932
deposit,352,28968,2238.0619
deposit,120,28969,2108.9167
resolve,127,9684,
deposit,46,28971,8413.3992
withdrawal,349,28972,9240.9434
dispute,496,28747,
deposit,98,28974,1663.9478
deposit,165,28975,5517.788
chargeback,233,19571,
withdrawal,121,28978,2017.4545
withdrawal,399,28979,6817.7729
deposit,379,28980,2282.1029
withdrawal,456,28981,2331.333
chargeback,41,15922,
dispute,499,17917,
deposit,138,28984,1744.4266
withdrawal,465,28985,201.0432
withdrawal,484,28986,7142.935
withdrawal,59,28988,929.9212
deposit,467,28989,9218.0784
deposit,368,28990,3519.9032
withdrawal,347,28991,6392.5007
withdrawal,432,28992,937.6143
deposit,172,28993,9662.1052
withdrawal,371,28994,8992.0595
withdrawal,99,28995,9465.979
withdrawal,171,28996,6400.3807
dispute,289,634,
deposit,474,28998,7976.0712
withdrawal,111,28999,5456.534
deposit,330,29000,9374.545
dispute,21,4448,
deposit,274,29002,5132.2431
deposit,134,29003,4972.931
deposit,74,29004,5000.6592
deposit,395,29005,6043.1054
withdrawal,474,29006,2613.0163
deposit,14,29007,6375.5224
deposit,186,29008,6019.6342
withdrawal,297,29009,6974.9649
deposit,248,29010,2582.5074
deposit,352,29012,2775.3012
deposit,87,29013,6209.4053
withdrawal,393,29014,5122.6368
deposit,49,29015,1937.9706
deposit,34,29016,8161.722
withdrawal,373,29017,7480.6956
resolve,410,1009,
resolve,134,22322,
dispute,203,17954,
deposit,315,29021,8547.6969
withdrawal,14,29022,6481.011
dispute,106,9158,
dispute,91,21067,
deposit,44,29025,8923.0704
withdrawal,101,29026,7996.2626
withdrawal,362,29027,7573.4156
withdrawal,413,29028,3191.4858
withdrawal,175,29029,126.6532
deposit,44,29030,6566.5344
withdrawal,484,29031,2770.7043
withdrawal,128,29032,6904.4839
dispute,101,24010,
deposit,80,29035,212.4896
deposit,116,29036,2384.7099
deposit,394,29037,4755.9527
withdrawal,448,29038,5664.3719
deposit,474,29039,1673.019
deposit,88,29040,6308.7795
deposit,470,29041,346.6137
dispute,273,26081,
withdrawal,148,29043,5097.4389
deposit,353,29044,9999.4387
withdrawal,344,29045,8340.1289
resolve,385,12312,
dispute,153,28018,
withdrawal,229,29048,5767.3099
withdrawal,251,29049,9159.453
dispute,93,1239,
chargeback,416,12469,
withdrawal,348,29052,9661.2018
deposit,171,29054,1702.7884
resolve,232,21651,
withdrawal,167,29057,8522.5069
chargeback,354,21767,
deposit,57,29059,8829.9261
deposit,178,29061,2849.4761
deposit,106,29062,2393.6057
deposit,395,29063,6959.7445
withdrawal,497,29064,704.4158
withdrawal,230,29065,9807.2638
deposit,338,29066,9501.0679
chargeback,449,9294,
withdrawal,44,29068,8021.4012
deposit,139,29069,6090.726
withdrawal,397,29070,3510.4437
deposit,464,29071,1288.3079
dispute,226,22439,
deposit,377,29073,2584.1228
dispute,348,12925,
deposit,65,29076,6136.5505
withdrawal,340,29077,3812.5832
withdrawal,493,29078,2823.2745
deposit,422,29080,5347.0456
deposit,109,29081,9887.0138
dispute,183,20053,
withdrawal,145,29083,7470.8387
withdrawal,133,29084,7895.2242
deposit,214,29085,7055.042
withdrawal,330,29086,2817.3837
deposit,122,29087,308.374
deposit,384,29088,112.861
withdrawal,109,29089,5327.0441
withdrawal,184,29090,207.2768
withdrawal,337,29091,1349.1436
withdrawal,133,29092,907.514
withdrawal,327,29093,271.3114
deposit,288,29094,2606.7014
resolve,322,11342,
withdrawal,471,29096,2288.501
withdrawal,212,29097,7119.6106
dispute,495,12898,
deposit,224,29099,2640.8187
withdrawal,76,29100,6455.5137
deposit,169,29101,7977.667
withdrawal,359,29102,7487.2499
deposit,417,29104,7847.0688
deposit,62,29105,4934.3575
deposit,424,29107,6326.1743
withdrawal,413,29108,2932.02
withdrawal,280,29109,6710.4984
withdrawal,450,29110,5150.6178
chargeback,37,6585,
deposit,83,29112,8752.8517
deposit,30,29113,8938.2041
withdrawal,3,29114,6277.8563
withdrawal,227,29115,4075.6269
deposit,40,29117,7837.4171
withdrawal,339,29118,2589.2677
withdrawal,299,29119,720.2209
withdrawal,387,29120,1806.3339
deposit,271,29121,813.5475
withdrawal,413,29122,5524.2124
deposit,35,29123,6629.5172
deposit,77,29124,679.5138
deposit,490,29125,5398.5162
deposit,282,29126,9784.012
withdrawal,405,29127,5650.5999
deposit,77,29128,6674.8704
deposit,482,29129,6088.8729
resolve,5,3662,
dispute,333,15568,
withdrawal,34,29132,8307.8984
resolve,493,22852,
deposit,336,29134,7967.0649
dispute,174,26344,
withdrawal,286,29136,1734.0207
dispute,460,14958,
withdrawal,20,29138,6844.1612
withdrawal,313,29139,1855.1463
deposit,2,29140,8166.5562
resolve,193,16002,
dispute,102,5648,
withdrawal,483,29143,1874.873
deposit,47,29144,9418.7181
deposit,84,29146,4151.3194
withdrawal,343,29147,7008.0885
deposit,61,29148,4015.6915
withdrawal,399,29149,6668.1145
withdrawal,472,29150,2764.7872
deposit,409,29151,5698.9979
deposit,330,29152,1295.9023
resolve,487,15905,
withdrawal,249,29155,8347.4201
deposit,25,29156,5353.485
dispute,154,19696,
withdrawal,195,29158,2073.534
withdrawal,46,29159,6872.4985
withdrawal,125,29160,5496.0829
deposit,189,29161,4146.2351
withdrawal,24,29162,8247.3121
deposit,311,29163,6286.2749
deposit,269,29164,5981.403
resolve,476,14905,
chargeback,292,23425,
chargeback,148,11719,
withdrawal,347,29168,9962.711
deposit,212,29169,2816.0479
withdrawal,492,29170,6574.4363
deposit,341,29171,4469.4206
deposit,223,29172,8403.5483
withdrawal,262,29173,9083.2729
deposit,131,29174,9966.9903
dispute,144,24007,
deposit,1,29176,1698.9393
withdrawal,404,29177,6924.7778
chargeback,431,20108,
resolve,123,4044,
dispute,395,13267,
deposit,65,29181,5121.9074
deposit,443,29182,5128.6604
dispute,283,13747,
dispute,441,6173,
deposit,365,29185,7698.3935
deposit,361,29186,9224.5505
deposit,334,29187,8285.4884
withdrawal,96,29189,5596.8343
deposit,385,29190,5290.4415
chargeback,145,10656,
withdrawal,63,29192,9273.3461
deposit,311,29194,4846.6306
deposit,321,29195,5118.8028
withdrawal,51,29196,6091.3652
chargeback,88,11403,
deposit,381,29198,1213.5331
withdrawal,5,29199,4082.2644
withdrawal,360,29200,3800.4774
dispute,53,28646,
dispute,276,9826,
deposit,254,29203,6550.2273
chargeback,450,9162,
dispute,413,11767,
withdrawal,290,29206,2297.1458
withdrawal,40,29207,9141.0026
withdrawal,4,29208,4293.5068
deposit,157,29209,2840.1342
withdrawal,262,29210,3670.1629
deposit,69,29211,6183.8242
withdrawal,160,29212,2667.8398
deposit,31,29213,6374.7429
deposit,356,29214,5942.8097
deposit,415,29215,4904.8557
resolve,149,6508,
withdrawal,183,29218,2454.46
withdrawal,242,29220,7612.6491
resolve,402,20081,
deposit,354,29222,2715.0009
deposit,184,29223,9900.3031
dispute,112,28091,
deposit,258,29225,7814.7091
withdrawal,102,29227,8388.0563
deposit,450,29228,7877.9614
deposit,347,29229,9292.3367
deposit,17,29230,7086.4189
withdrawal,382,29231,8204.9759
deposit,278,29232,514.4567
deposit,118,29233,3641.1538
dispute,141,22634,
withdrawal,81,29235,6267.9176
deposit,35,29236,5857.0367
deposit,127,29237,2728.2129
deposit,200,29239,9708.2437
deposit,110,29240,5083.6312
withdrawal,48,29241,9618.4219
deposit,399,29242,5841.9979
withdrawal,156,29243,9245.6828
withdrawal,409,29245,4604.3075
deposit,382,29246,6624.2538
withdrawal,94,29247,2711.3537
deposit,277,29248,8987.5428
withdrawal,409,29251,3785.9011
dispute,247,21622,
dispute,16,21645,
withdrawal,300,29254,5747.3619
withdrawal,331,29255,8200.6211
resolve,402,20107,
withdrawal,191,29257,7663.0437
deposit,316,29258,8286.543
deposit,49,29259,2285.7504
deposit,378,29260,396.2443
resolve,273,26081,
withdrawal,359,29262,6586.4312
dispute,417,1181,
withdrawal,65,29264,2780.5964
withdrawal,460,29265,9197.7949
dispute,314,26121,
deposit,196,29268,5615.6378
deposit,480,29269,9528.4023
resolve,154,19696,
withdrawal,277,29271,6731.0929
resolve,284,6499,
withdrawal,159,29273,9352.4524
chargeback,139,18155,
deposit,381,29275,9523.9152
deposit,10,29276,4054.352
deposit,142,29277,8481.1654
deposit,363,29279,7646.3869
resolve,466,2909,
dispute,15,28094,
deposit,84,29282,4515.6234
resolve,394,6348,
withdrawal,354,29284,5469.2842
withdrawal,76,29285,7.7725
withdrawal,339,29286,3577.898
chargeback,122,4812,
resolve,285,6048,
deposit,156,29289,1644.8254
deposit,424,29290,9045.4996
deposit,462,29291,3769.1792
resolve,173,5521,
deposit,22,29293,4075.1516
chargeback,301,12260,
deposit,86,29295,8074.4921
withdrawal,207,29296,4032.7623
withdrawal,403,29298,8192.5612
withdrawal,483,29299,7486.3575
deposit,286,29300,1347.8328
withdrawal,461,29301,6069.7283
dispute,247,15149,
deposit,50,29303,53.0174
withdrawal,24,29305,6345.7566
deposit,212,29306,5075.6343
withdrawal,56,29307,3438.7054
deposit,159,29308,9830.0896
deposit,140,29309,2293.6085
withdrawal,424,29310,5908.4398
withdrawal,338,29311,4262.9336
deposit,418,29312,5287.9604
dispute,353,29044,
withdrawal,208,29314,4939.8562
withdrawal,435,29315,3821.0319
deposit,405,29317,1540.2656
resolve,377,18187,
deposit,414,29319,5065.7986
deposit,221,29320,3913.9688
withdrawal,365,29321,9337.9976
dispute,77,18952,
withdrawal,103,29325,2601.8463
chargeback,276,9826,
deposit,437,29328,4041.9706
withdrawal,38,29329,7704.0633
withdrawal,116,29330,8055.0608
deposit,45,29331,5691.3378
deposit,274,29332,5657.0457
withdrawal,133,29334,9074.5277
resolve,75,20102,
deposit,398,29338,1619.8775
deposit,158,29339,8775.5834
deposit,415,29340,7879.1294
deposit,74,29341,1089.2285
deposit,287,29342,1422.4503
resolve,175,9118,
dispute,196,21915,
withdrawal,272,29345,6715.6611
withdrawal,250,29346,4231.5138
deposit,383,29348,4357.1925
withdrawal,454,29349,5603.8061
dispute,287,21105,
dispute,439,23774,
dispute,143,6505,
withdrawal,117,29354,9178.0055
withdrawal,19,29355,2495.9174
deposit,61,29356,3940.4254
withdrawal,88,29357,9721.4415
deposit,116,29358,730.2951
withdrawal,464,29360,7281.2537
withdrawal,75,29361,498.8839
deposit,247,29362,2143.2383
deposit,223,29363,6757.4854
withdrawal,137,29364,4485.797
withdrawal,78,29365,3656.5339
withdrawal,2,29366,428.1146
withdrawal,190,29367,3657.9514
deposit,88,29368,4022.7598
withdrawal,15,29370,3650.1035
deposit,43,29371,3175.5629
withdrawal,272,29372,1625.8637
deposit,137,29373,7674.5994
deposit,477,29374,7364.0878
deposit,456,29375,7954.7064
deposit,163,29376,9636.692
deposit,62,29377,7473.9469
deposit,35,29378,6358.7503
deposit,136,29379,3395.4224
deposit,381,29381,6949.2291
withdrawal,492,29383,1186.4528
withdrawal,96,29384,8634.0315
dispute,406,19671,
deposit,209,29386,5791.6991
withdrawal,258,29387,2570.126
deposit,170,29388,5142.3691
deposit,210,29389,9879.733
dispute,450,29228,
deposit,408,29391,4789.2748
withdrawal,59,29392,6288.5985
dispute,29,28150,
withdrawal,229,29394,3092.8718
deposit,149,29395,1757.1352
deposit,498,29396,98.4055
withdrawal,204,29397,3424.2687
withdrawal,275,29398,9230.6483
deposit,407,29400,743.8651
withdrawal,455,29401,639.2679
withdrawal,6,29402,258.729
deposit,271,29403,6353.0601
withdrawal,151,29405,8491.1282
deposit,389,29406,3946.8311
deposit,253,29408,8784.3879
deposit,2,29409,5908.4812
withdrawal,377,29410,7071.0574
dispute,490,14248,
dispute,103,23443,
chargeback,198,3405,
deposit,431,29415,7060.5877
withdrawal,105,29418,2166.173
withdrawal,478,29419,2888.0024
deposit,201,29420,5751.4455
deposit,399,29421,3534.6572
withdrawal,489,29422,7973.0358
withdrawal,171,29424,1106.4479
withdrawal,223,29425,648.5576
deposit,78,29426,81.8153
withdrawal,113,29427,1879.9256
deposit,117,29428,1364.1824
deposit,392,29430,7532.2871
dispute,61,4995,
dispute,444,27728,
deposit,353,29433,4591.6839
withdrawal,498,29434,7496.3797
deposit,220,29436,1326.1935
withdrawal,238,29438,9662.5278
deposit,207,29439,7122.312
withdrawal,358,29441,8893.9196
deposit,251,29442,1935.1228
dispute,110,15715,
withdrawal,152,29444,3203.072
withdrawal,60,29445,8527.653
deposit,242,29446,8806.615
chargeback,429,10663,
deposit,495,29448,9652.1313
deposit,467,29449,2054.0628
deposit,218,29450,9531.1729
deposit,83,29451,4410.3881
withdrawal,304,29452,1187.6076
deposit,154,29453,4483.0671
deposit,23,29454,6826.5686
resolve,102,5648,
deposit,378,29456,5088.3639
deposit,34,29457,4751.2777
deposit,497,29459,5018.7492
withdrawal,216,29461,4908.253
withdrawal,380,29462,9039.2417
deposit,206,29463,6935.0648
chargeback,301,15503,
deposit,249,29465,3933.9673
withdrawal,113,29466,5963.2437
dispute,447,22146,
dispute,405,25043,
deposit,267,29469,8823.6737
chargeback,25,25628,
withdrawal,337,29471,9869.5475
withdrawal,383,29473,218.9002
withdrawal,362,29475,5027.5437
withdrawal,194,29476,4706.0309
deposit,82,29477,3808.9429
withdrawal,179,29478,2192.4872
deposit,383,29479,9336.3527
deposit,94,29482,7445.379
withdrawal,234,29483,1222.8495
deposit,80,29484,430.6231
chargeback,246,14740,
withdrawal,325,29486,802.0072
deposit,118,29487,3393.5323
deposit,73,29489,515.1847
withdrawal,208,29490,3455.2622
withdrawal,256,29491,7088.416
withdrawal,214,29492,7074.9032
deposit,19,29493,6112.3439
dispute,51,13170,
withdrawal,416,29495,4978.5958
resolve,207,10210,
withdrawal,297,29497,2585.7217
withdrawal,323,29498,7049.2325
withdrawal,394,29499,2233.1238
deposit,440,29500,6852.6823
withdrawal,230,29502,8052.5476
withdrawal,296,29503,9579.6349
withdrawal,71,29504,5278.7876
deposit,50,29505,917.5283
withdrawal,62,29506,531.24
chargeback,477,16907,
withdrawal,17,29508,5570.4316
withdrawal,373,29509,5193.4115
withdrawal,407,29510,2219.7991
withdrawal,179,29511,208.5441
deposit,333,29512,1962.1216
deposit,101,29513,4174.9015
deposit,214,29514,4332.18
dispute,282,23768,
deposit,473,29516,2993.6803
deposit,72,29518,5528.4109
deposit,350,29519,6465.1175
chargeback,399,5657,
dispute,208,19759,
deposit,472,29522,4437.7223
withdrawal,117,29523,8518.993
withdrawal,54,29524,791.4978
withdrawal,353,29525,1995.5722
dispute,167,26818,
dispute,443,13937,
deposit,383,29529,6857.5361
withdrawal,126,29530,2361.7811
withdrawal,397,29533,6756.5112
deposit,155,29534,2258.4374
deposit,118,29535,1096.6893
resolve,213,19193,
withdrawal,268,29537,2276.7228
deposit,392,29538,6388.4581
deposit,374,29539,4099.8668
dispute,171,29054,
resolve,141,22634,
resolve,247,15149,
withdrawal,251,29543,5689.7423
withdrawal,66,29544,6225.8452
deposit,239,29546,6297.2165
withdrawal,476,29548,5550.0295
withdrawal,370,29549,4790.1658
resolve,355,15118,
chargeback,208,19759,
withdrawal,91,29553,3318.4574
withdrawal,192,29554,9254.6842
dispute,305,17672,
dispute,239,12996,
withdrawal,211,29559,3422.8026
dispute,133,17177,
deposit,253,29561,7090.4235
withdrawal,43,29562,7948.651
withdrawal,350,29563,8643.8142
deposit,252,29564,9385.493
resolve,434,15902,
deposit,237,29566,5809.6874
deposit,319,29567,3111.7557
deposit,177,29568,2762.2364
deposit,52,29569,7231.7707
withdrawal,64,29570,1070.8809
deposit,34,29571,191.7009
resolve,316,19119,
deposit,263,29573,5101.8601
deposit,158,29574,1124.9034
dispute,374,26597,
deposit,427,29576,921.2797
withdrawal,219,29577,5235.5347
withdrawal,263,29578,6256.7423
chargeback,176,12556,
chargeback,396,10414,
withdrawal,472,29581,6150.8831
withdrawal,233,29582,3845.1885
withdrawal,81,29583,4657.6726
deposit,187,29585,3225.5538
withdrawal,302,29587,6712.724
withdrawal,88,29588,5175.349
withdrawal,427,29589,2063.2473
chargeback,259,26124,
withdrawal,115,29591,2738.3745
chargeback,387,27371,
deposit,252,29593,3553.2741
withdrawal,53,29594,7056.5992
deposit,448,29596,8274.099
deposit,481,29597,2891.8733
withdrawal,479,29598,2467.1151
withdrawal,132,29599,3523.0038
deposit,105,29600,949.9977
withdrawal,58,29602,7909.3788
deposit,214,29603,723.7534
withdrawal,101,29604,4577.3863
deposit,242,29605,2250.3678
deposit,339,29606,2593.0959
deposit,288,29607,5722.5129
withdrawal,454,29608,9694.2558
withdrawal,120,29609,1421.3578
withdrawal,190,29610,1532.8724
deposit,171,29612,8590.672
deposit,316,29613,4206.5285
deposit,47,29614,3848.8832
deposit,217,29615,5346.1173
deposit,342,29616,1608.8064
deposit,149,29617,7515.558
deposit,258,29618,7773.1447
deposit,78,29620,3064.297
deposit,250,29621,7591.8849
deposit,294,29622,3282.0751
withdrawal,235,29623,8796.0521
withdrawal,65,29624,4309.6587
withdrawal,262,29625,6847.8996
deposit,2,29626,1100.8689
deposit,474,29627,4332.0501
deposit,383,29628,3681.903
withdrawal,173,29629,4785.083
deposit,281,29630,1806.2427
withdrawal,468,29631,3326.8149
deposit,391,29632,227.3205
withdrawal,292,29633,1893.3087
withdrawal,496,29634,8162.3579
withdrawal,449,29635,3675.8371
dispute,180,20150,
withdrawal,294,29637,9962.4317
deposit,381,29639,1926.6105
deposit,361,29640,3503.3655
withdrawal,248,29642,5361.1489
deposit,337,29643,5785.2837
deposit,251,29644,925.6033
deposit,297,29645,7643.319
withdrawal,157,29646,604.6359
chargeback,196,21915,
chargeback,448,9395,
deposit,229,29649,6443.8666
withdrawal,234,29650,6201.979
deposit,420,29651,3944.9434
deposit,415,29652,6786.8667
deposit,301,29653,4073.9069
withdrawal,372,29654,4753.0478
dispute,54,26339,
deposit,62,29657,456.3519
deposit,227,29658,4855.1857
withdrawal,281,29659,3144.965
deposit,193,29660,1580.0284
resolve,254,3191,
withdrawal,362,29662,5207.2
withdrawal,272,29663,878.3989
withdrawal,486,29664,8904.5712
withdrawal,83,29665,6179.7793
